comment,positive,negative,rude,offensive,abusive,hate speech
چھوڑیں یار کتا ناراض ہوجائے گا کچھ نہیں کوئی ورڈ نہیں,0,1,1,0,0,0
پاکستان کا ایسڈ,0,1,1,0,0,0
کھوتی کا پ تر,0,1,1,0,0,0
عمران خان کا خبا شٹا,0,1,1,0,0,0
اب سمجھ آئی کہ تو اتنی بدشکل کیوں ہے,0,1,1,0,0,0
ا کی قبر میں بچھو سانپ اور کیڑے پڑیں گے انشاللہ,0,1,1,0,0,0
ٹ ٹ و,0,1,1,0,0,0
شہید ہوتے ہوتے بھگوڑا بن گیا,0,1,1,0,0,0
فائلیں دیکھ کر میں میں کرنے والا گیلا تیت,0,1,1,0,0,0
مہا چوتھیا,0,1,1,0,0,0
ٹٹا,0,1,1,0,0,0
بھانڈ,0,1,1,0,0,0
باسٹرڈ,0,1,1,0,0,0
کتا پاگل ہو کر مالکوں کو پر گیا جلد ہڈی ڈال کر قابو کر لیا جائے گا,0,1,1,0,0,0
کرائے کا ٹٹو,0,1,1,0,0,0
بڑاوہ,0,1,1,0,0,0
پنکی اور فرح کا دلال\nدگڑ دلا,0,1,1,0,0,0
کرپٹ,0,1,1,0,0,0
نیازی کا ٹٹا,0,1,1,0,0,0
غداروں کی لیسٹ میں پہلا نمبر,0,1,1,0,0,0
موٹی ناک اور ٹیڑھی آنکھیں دیکھ کر لگ رہا ہے کہ تیرا ہی باپ ہو سکتا ہے,0,1,1,0,0,0
الو کا پٹھا,0,1,1,0,0,0
کرسی کا لالچی اور گھڑی چور,0,1,1,0,0,0
ننگ وطن ننگ دیں,0,1,1,0,0,0
ٹھکر کا آدمی,0,1,1,0,0,0
ڈرامہ گیلا تیتر,0,1,1,0,0,0
نہایت ہی جھوٹا ہے,0,1,1,0,0,0
ٹھکر,0,1,1,0,0,0
گیڈر جو میدان جنگ سے بھاگ گیا موت کے ڈر سے,0,1,1,0,0,0
اپنے ولوں ہیرو فٹے منہ,0,1,1,0,0,0
فتنے کا چمچہ,0,1,1,0,0,0
ٹکر کے بھگوڑے لوگ,0,1,1,0,0,0
صحافت کے نام پر کالنک,0,1,1,0,0,0
دلا انسان پیسے کا بھوکا,0,1,0,1,1,0
خسرہ,0,1,1,0,0,0
دو ٹکے کا آدمی,0,1,1,0,0,0
جھوٹ اور پروپیگنڈا کرنے والا منافق انسان,0,1,0,1,1,0
کتی دا بچہ\nعمران نیازی وچوں,0,1,0,1,1,0
لعنت ہو اس پر بھگوڑا ہوگیا ہے,0,1,0,1,1,0
جھوٹ اور پروپیگنڈے کا بے تاج بادشاہ,0,1,0,1,1,0
بزدل بھاگ گیا یہ صرف بے بس اور معصوم تیتروں کا شکار کر سکتا ہے اس سے زیادہ کی اوقات نہیں ہے اس کی,0,1,1,0,0,0
اس باپ بھی دلال ھے,0,1,0,1,1,0
اسٹبلشمٹ کا پالتو دلال جو اسٹبلشمٹ کے کہنے پہ سیاہ کو سفید اور سفید کو سیاہ بنا کر پیش کرتا رہا موجود تبائی میں اس بیغرت کا بھی اہم رول ہے,0,1,0,1,1,0
اصلی اور نسلی مرد کا بچہ,0,1,0,1,1,0
کھوتے دا لل,0,1,0,1,1,0
تاریخ پیدائش پر لعنت,0,1,0,1,1,0
چوتیا یوتھیا,0,1,0,1,1,0
لعنت ہی نظر آ رہی ہے چہرے پر,0,1,0,1,1,0
لعنتی ایک لفظ میں تو اتنا ہی کہا جا سکتا ہے,0,1,1,0,0,0
نور مقدم کی کردار کشی کرنے والا عمرانی,0,1,1,0,0,0
کتے دا پ تر,0,1,0,1,1,0
اصلی و خالص حرامزادہ,0,1,0,1,1,0
صحافت کے نام پر عمرانڈو,0,1,0,1,1,0
عمرانڈو کا پالتو,0,1,0,1,1,0
پروپیگنڈا کا بادشاہ,0,1,0,1,1,0
کرپٹ پیلی صحافت,0,1,1,0,0,0
ہیرا منڈی کی پیداوار,0,1,1,0,0,0
دلہ,0,1,0,1,1,0
گیلا تیتر بگھوڑا,0,1,1,0,0,0
شیطان اعظم فتنہ کا اعلی کار ارشد شریف کے قاتلوں کا سہولت کار بیغیرت,0,1,1,0,0,0
گیلا تیتر جھوٹا مکار آدمی,0,1,0,1,1,0
گدھا,0,1,0,1,1,0
پی ٹی آئی پیڈ کتا,0,1,0,1,1,0
باندر سورے چلا,0,1,0,1,1,0
ہیرا منڈی کا ایک بڑا دل ہ,0,1,1,0,0,0
چوروں کے لیے زہر قاتل عمران ریاض خان,0,1,1,0,0,0
مکار کا بچہ,0,1,1,0,0,0
بہروپیا,0,1,1,0,0,0
گیلا تیتر ڈرپوک جو لانگ مارچ کے ویلاگ کرتا رہا اور جب لانگ شروع ہوا تو اونس گیا جے او نس گیا جے,0,1,1,0,0,0
بھڑوا دلال اسٹیبلشمنٹ جب کٹھ پتلی خان کو لانا چاہتی تھی تو چور چور کا شور کا بیانیہ مشہور کرنے کے جن ٹی وی ہوسٹ اور تجزیہ کاروں کو کرائے پر رکھا گیا تھا ان میں یہ گیلے تیتر بھی تھا اب اسٹیبلشمنٹ کا گیٹ نمبر چار بند ہونے پر کٹھ پتلی سیاستدانوں کی طرح یہ دلال صحافی بھی دربدر ہیں,0,1,0,1,1,0
دلا بے غیرت,0,1,0,1,1,0
کنجر پاکستان کے معاشرے کو تباہ کرنے میں اسکا بہت بڑا ہاتھ ہے,0,1,0,1,1,0
گیلا چھتر,0,1,1,0,0,0
بکاؤ مال صحافت کے نام پر سیاہ دھبہ ہے یہ دلال,0,1,0,1,1,0
منافق فتنہ باز,0,1,0,1,1,0
بھاڑے کا ترجمان چند ٹکڑوں پر ایمان بیچنے والا,0,1,0,1,1,0
یہ تو باپ کم بہروپیا زیادہ لگ رہا ہے,0,1,1,0,0,0
شہبازگل ولدنامعلوم کے الفاظ کی روشنی میں ر ن ڈ ی کا د ل ہ,0,1,0,1,1,0
بھگوڑہ,0,1,1,0,0,0
چار ملی میٹر میک اپ منہ پر چڑھا کر بھی منہ پر ٹوئے ٹبے دور سے ہی نظر آرہے ہیں,0,1,1,0,0,0
گانڈو ب چ,0,1,0,1,1,0
ڈگر دلا,0,1,0,1,1,0
ہارا ہوا شیطان,0,1,1,0,0,0
گیلا تیتر چو تھیا,0,1,0,1,1,0
جاپانی کھسرا,0,1,0,1,1,0
باپ تو شکل سے ہی شیطان لگ رہا ہے,0,1,0,1,1,0
کھوتا اور بنت کھوتا,0,1,0,1,1,0
چلتا پھرتا شیطان,0,1,1,0,0,0
بھگوڑا\nماں کا انقلاب لینے بھاگ گیا,0,1,1,0,0,0
فتنے کا پیروکار,0,1,1,0,0,0
نحوست باپ کی بے شرم بے حیا,0,1,0,1,1,0
مانا گھڑی چور,0,1,1,0,0,0
جھوٹوں کی مشین,0,1,1,0,0,0
بھگوڑا گیلا تیتر,0,1,0,1,1,0
دلا اپنی ماں پین دا,0,1,0,1,1,0
پہلی مرتبہ آپکو ٹکر کے کھسرے ملے ہیں,0,1,0,1,1,0
یہ بڑا گٹیا اور غلیظ آدمی ہے حرامدے دا آئی جی,0,1,0,1,1,0
عمرانی دلال\nعثمان بزدار کیساتھ اپنی بیوی سلا کر کرڑوں اربوں کے ٹھیکے اور فائدے پنجاب حکومت سے لینے والا عمرانی دلال کتا لفافہ,0,1,0,1,1,0
بکاو مال صحافت نام پر دھبہ,0,1,0,1,1,0
اس کا پاپ توبہ لگتا ہے منحوس نے کبھی زندگی میں نماز تک نہیں پڑھی کیلیفورنیا کے بندر لگتا ہے,0,1,0,1,1,0
ارشد کے قتل کے شواہد مٹانے گیا تھا پر اس کو نہیں معلوم پیسے ضائع کر آیا ھے,0,1,1,0,0,0
گانڈو بھین چود بھڑوا,0,1,0,1,1,0
چھچھورا,0,1,0,1,1,0
ابو کی انتھک محنت اور لگن سے یہ ایم پی اے بنی ن لیگ کے ٹکٹ سے اور حلقہ میں پورے ساتھ ہزار ھے یا لاکھ ہے معلوم نہیں اور اب نام روشن کر رھی ہے اپنے والد محترم کا,0,1,1,0,0,0
شاہ رنگیلہ,0,1,1,0,0,0
کیا ھنا بٹ کے ابو کو پتا ہے کے حنا دوست مزاری کا بستر گرم کرتی تھی ایسے ہی بیٹھے بیٹھے خیال آیا,0,1,0,1,1,0
آپس کی بات ہے چاچا بھی اندر سے پریشان ہے کہ کاش ساتھ والی غلطی نہ کی ہوتی,0,1,0,1,1,0
ابا ایدا چائینہ دا جان ٹروولٹا ہی لگدا اے,0,1,0,1,1,0
توبہ باپ کے چہرے کو دیکھو اتنی نہوست توبہ,0,1,0,1,1,0
فادر بھی بونگا ہی ہے,0,1,1,0,0,0
بھینگی,0,1,1,0,0,0
اخ تھو,0,1,0,1,1,0
انتشار زادہ,0,1,0,1,1,0
تحفے فروش,0,1,1,0,0,0
کوڈے شاہ,0,1,0,1,1,0
بیغیرت کنجر منافق جھوٹا بد تہذیب بددیانت غدار لعنتی ملک دشمن,0,1,0,1,1,0
عمرانی فتنہ,0,1,0,1,1,0
چور اے چور اے سرٹیفائیڈ چور اے,0,1,0,1,1,0
چور اور قاتل,0,1,0,1,1,0
دو صحافیوں کا قاتل عمرو عیار عمران چور نیازی,0,1,0,1,1,0
گھڑی چور نشئ,0,1,0,1,1,0
گانڈو حرام خور بھین چود چوتیا رشوت خور کی ناجائز اولاد افغانی طوائف شوکت کی ناجائز اولاد,0,1,0,1,1,0
بے وقوف کھوتا,0,1,0,1,1,0
توشہ چور,0,1,0,1,1,0
ذہنی توازن بگڑا ہوا,0,1,0,1,1,0
المعروف پنکی پیرنی کوٹھے والی,0,1,0,1,1,0
کھوتی دا,0,1,0,1,1,0
چوتیا سالا گٹر موں والا,0,1,0,1,1,0
نشئی بڈھا آخری حرام دہ,0,1,0,1,1,0
جن لوگوں کو آپ منشن کررہے ہیں وہ خود کئی مرتبہ بشرہ بی بی کا مذاق اڑا چکے شیم,0,1,1,0,0,0
منحوس نحوست شیطان لعنتی جو اچھا لگے وہی ایک لفظ سمجھ لیں,0,1,0,1,1,0
چور بی بی کہنا چاہیے تھا بشرا کے بجاۓ,0,1,0,1,1,0
بڈھا کھوتا,0,1,0,1,1,0
گھڑی چور اے,0,1,0,1,1,0
ماڈلنگ کی دنیا میں نئے رنگ بکھرنے کے لئے عمرانڈو خنزیر ابلیس کی بیوی کی انٹری ڈوب مرو یوتھیو لاکھ لعنت تمہاری قسمت پر,0,1,0,1,1,0
خنزیر ہے,0,1,0,1,1,0
تمہاری امی ہے جعلی پیرنی,0,1,0,1,1,0
اقتدار کا بھوکا,0,1,0,1,1,0
چور گانڈو,0,1,0,1,1,0
حرامدہ,0,1,0,1,1,0
عذاب الہی,0,1,1,0,0,0
کھوتے دی دھی,0,1,0,1,1,0
پیچھے سے لن لیتی ہے,0,1,0,1,1,0
پانی کے ایک بالٹی تک اٹھائی نہیں جاتی اور چلی ہیں ٹائیگر بننے,0,1,1,0,0,0
موجودہ وقت کی سب سے گھٹیا اور مکار پاکستانی عورت,0,1,0,1,1,0
عوام کے پیسے کی گاڑی میں عوام کے پیسوں کا کپڑا عوام کے پیسوں کی گھڑی عوام کے پیسے کی کافی اب اور کیا بات کروں اسکی,0,1,0,1,0,1
جہالت کی دیوی,0,1,0,1,1,0
اگر یہ ہے تے باقی ساریاں نوں گولی مار دیو,0,1,0,1,1,0
چھی چھی چھی سارا موڈ خراب کر دیا,0,1,1,0,0,0
یہ پپی کسنگ بند کمرے میں بھی کر سکتے ہو کہاں گئے پٹواریوں ٹرانسجینڈر کا بل پاس کر واکر عمران خان کے مارچ پر انگلیاں اٹھانے والوں کہاں مر گئے سب کے سب,0,1,1,0,0,0
بہت ہی گندی لک ہے,0,1,1,0,0,0
لکھ دی لعنت چوپی امبی,0,1,0,1,1,0
اتنے کاجل نے بھی اسکا بھینگا پن نہیں چھوپایا,0,1,1,0,0,0
بد ترین دن منحو س عورت پیدا ہو ی,0,1,0,1,1,0
نو مہینے کا کام پانچ مہینے میں انجام دینے والی مجاہدہ,0,1,1,0,0,0
آج کے دن پاکستان میں ایک فتنے کی پیدائش ہوئی,0,1,1,0,0,0
مکاراں مائی,0,1,0,1,1,0
ا س دن اگر ان کی چھت چو جاتی تو شائید پاکستان میں ایسی بے حس بڈھی آنے سے رہ جاتی,0,1,0,1,1,0
فتنہ شیطان ذلیل چالاک لومڑی غداروں کی آواز یہودی آلہ کار عورت نانی اماں لال گھوڑی,0,1,0,1,0,1
یہ دن ہمارے لئے عذاب سے کم نہیں کیونکہ اس میں آپ ای تھی,0,1,1,0,0,0
اسکی پیدائش پہ لعنت,0,1,0,1,1,0
مر کیوں نی جاندی,0,1,1,0,0,0
گالیاں کھانے کے بعد ٹویٹ ڈیلیٹ بہت اچھے بھئی بہت اچھے,0,1,0,1,1,0
لومڑی کی زندگی,0,1,0,1,1,0
لعنت تیرے جنم دن پر,0,1,1,0,0,0
وہ واحد عورت جس نے اپنے باپ کی سیاست اور عزت کا جیتے جی جنازہ نکال دیا,0,1,1,0,0,0
گشتی ملک اور بندے کھانے والی ڈائن,0,1,0,1,1,0
مس فتنہ,0,1,0,1,1,0
لعنت ترے جمن تے,0,1,0,1,1,0
گ ش ت و ڑ,0,1,0,1,1,0
گشتوڑ,0,1,0,1,1,0
بھگوڑے کی چورنی بیٹی,0,1,0,1,1,0
اس نے اپنے گھر اپنی پارٹی کو تباہ و برباد کر دیا اب اس نے پاکستان کو تباہ کرنے کیلئے تیاری پکڑ لی ہے الل ہ نہ کرے,0,1,0,1,0,1
پاکستان کی گھٹیا ترین اور لعنتی عورت,0,1,0,1,1,0
تیرے جمن تے لعنت,0,1,0,1,1,0
پتا نہیں ایسے کھٹیا لوگوں کے بغیر تمہارا کیوں گزارا نہیں,0,1,0,1,1,0
گلالئی اسماعیل کی لگاؤ یار پکچرز کہیں سے ڈھونڈ کر,0,1,0,1,1,0
تیری پیدائش پر لعنت,0,1,0,1,1,0
چور لوہارنی اب یہ فیصد پلاسٹک ہے باقی فیصد ہمارا چوری کیا ہوا مال ہے لکھ دی لعنت اس کی شکل اور سارے ٹبر پر,0,1,0,1,1,0
پاکستان کے لیے عذاب ہے یہ عورت,0,1,0,1,1,0
چل جھوٹی,0,1,0,1,1,0
یہ عورتیں بھی بس جلد ڈائنوسار کی آخری پیڑھی کی طرح ناپید ہونے والی ہیں,0,1,0,1,1,0
ٹیٹو والے بروٹوں سے اور بھی منحوس لگتی ہے,0,1,0,1,1,0
دوسروں کی موت کا مذاق بنانے والی اللہ کرے جلدی ا وپر جاۓ آمین ث م آمین,0,1,0,1,1,0
ل ع ن ت ظالم جھوٹے چور پر,0,1,0,1,1,0
اس ک تی کو اللہ عبرت کا نشان بنائے,0,1,0,1,1,0
انٹرنیشنل جھوٹی,0,1,0,1,1,0
کھوطے کی بچی,0,1,0,1,1,0
لکھ دی لعنت ادے جمن تے,0,1,0,1,1,0
نانی کی پیدائیش پر دونوں ھاتھوں سے بے شمار اور لگاتار لعنت ہی لعنت,0,1,0,1,1,0
انشااللہ یہ آخری ہوگی,0,1,0,1,1,0
لخ لعنت تیرے جمن تے,0,1,0,1,1,0
اللہ کرے اگلی سالگرہ تک یہ ڈائن جہنم واصل ہو چکی ہو,0,1,0,1,1,0
دلہر خاتون,0,1,0,1,1,0
اے جمی کیوں,0,1,0,1,1,0
زوف جگر کی مریض لگتی ہے,0,1,0,1,1,0
ایک چ سکی برانڈی کی لگا کر,0,1,0,1,1,0
دھر فٹے منہ,0,1,0,1,1,0
سرٹیفایڈ چورنی,0,1,0,1,1,0
کلیجہ چبانے والی ڈائن,0,1,0,1,1,0
بوڈھی سال کی ہو گئی کاغذوں میں,0,1,0,1,1,0
ماہ کا کام ماہ میں کرنے والی چڑیل,0,1,0,1,1,0
ہہ چائے نہں پاکستانی عوام کا خون پی رہی ہے,0,1,0,1,1,0
پاؤ نا سا پیش کر ماں تو بھی اس کی چپیڑیں مار مار کے ساتھ لیں گے منہ تیرا کھوتی کی کی طرح کا ہے تیری ماں پر چڑھنے کا پروگرام ہے پکا,0,1,0,1,1,0
ڈوب کے مر جاؤ,0,1,0,1,1,0
حرام کی کمائی پر پلنے والی کلیجہ چبانے والی ڈائن کے پیدائش کے دن پر میں تہہ دل سے اس سزا یافتہ مجرم چور میری لندن تو کیا پاکستان میں بھی کوئی پراپرٹی نہیں ہے بھگوڑی نانی پر لعنت بھیجتا ہوں,0,1,0,1,1,0
چیک کرو اندر ووڈکا نہ ھو جیسے یہ بھونکتی ھے پئے بغیر اتنا بھونکا نہیں جا سکتا,0,1,0,1,1,0
سادگی اپنائیں مہنگی اشیاء سے اجتناب کریں,0,1,0,1,1,0
عوام کا خون پی رہی ہے,0,1,0,1,1,0
پھٹی ہوئ اولاد حرام مال کی پیداوار,0,1,0,1,1,0
اللہ پاک اس ناگن سے پاکستان کو محفوظ رکھے,0,1,0,1,1,0
یہ پاکستانیوں کا خون پینے والی ڈائن ہے,0,1,0,1,1,0
لکھ دیاں لانتاں,0,1,0,1,1,0
دل کی گہرائیوں سے لکھ دی لعنت بے شمار,0,1,0,1,1,0
تم اس دھرتی پر بوجھ ہو سب چلتی بنو,0,1,1,0,0,0
لکہ دی لعنت,0,1,0,1,1,0
اس دن پر بھی لعنت,0,1,0,1,1,0
فٹے منہ تیرے منحوس نانی,0,1,0,1,1,0
چور کی بیٹی چورنی غدار وطن فروش کی بیٹی غدار,0,1,0,1,1,0
بے شرم بے حیا عورت پورن مووی میکر,0,1,0,1,1,0
چوروں کی سردارنی,0,1,0,1,1,0
جمن تے لعنت,0,1,0,1,1,0
مغرور ڈائن,0,1,0,1,1,0
او بی بی بس کر دے مصنوعی دکھنا بڈھی ہو گئی ہے تو,0,1,0,1,1,0
اس کا ہر خلیہ جھوٹا ہے اور اس کی ہرنس حرام کی کمائی سے پروان چڑھی ہے,0,1,0,1,1,0
گھٹیا ترین,0,1,0,1,1,0
فضول عورت کلجہ چبنے والی عورت,0,1,0,1,1,0
ہندہ,0,1,0,1,1,0
امداد تک کھا جانے والا خاندان,0,1,0,1,0,1
معذرت کے ساتھ یہ چوتیا کلیجہ چبانے والی عورت ہے,0,1,0,1,0,1
صرف لعنت پاکستان کی سیاست کی سب سے بڑی بلیک میلر ہے,0,1,0,1,0,1
لعنت ہو ایسے دن پہ,0,1,0,1,1,0
بوٹ چاٹ,0,1,0,1,1,0
فتنہ فساد,0,1,0,1,0,1
یہ وہ شیرنی ھے جس نے نیازی کی حرامی اولاد کی نیند حرام حرام کر دی ھے,0,1,0,1,1,0
ہندہ جگر خور,0,1,0,1,1,0
سب سے بڑی جھوٹی اور مکار عورت ہے,0,1,0,1,1,0
سال سرجری زدہ انتہاٸ کوڑ بد تہزیب بد اخلاق اور انتہا درجے کی جھوٹی اور ماشإ اللہ پاکستان کی سپریم کورٹ سے سند یافتہ چورنی نانی اماں دوبارہ سناوں,0,1,0,1,1,0
گیراج انٹی جو ماہ کی منصوبہ کو صرف ماہ کی رکارڈ مدت میں پورا کرنے کی ماہر ہے ہندہ آف رائیونڈ,0,1,0,1,1,0
کاش جو یہ پی رہی ہے اس میں زہر ہوتا,0,1,0,1,1,0
اللہ اس کو درد ناک موت دے,0,1,0,1,1,0
تیرے جمن نے ل ع ن ت,0,1,0,1,1,0
اس کی پیدائش اور افزائش صرف پاکستان کی رسوائی کا سبب بن رہی ھے\nاس ڈائن و خائن کی موجودگی صرف فساد و فتنہ ھے,0,1,0,1,1,0
پاکستان کی تاریخ جھوٹی عورت,0,1,0,1,1,0
کاش اس رات اس کے باپ کو کنڈوم مل جاتا,0,1,0,1,1,0
اس کا خاندان پورے پاکستان کو پی گیا ہے یہ تو پھر بھی ایک کپ کافی کا پی رہی,0,1,0,1,1,0
یوم سیاہ,0,1,0,1,1,0
